seed,baseline,accuracy,stale_rate,false_rate,unknown_rate,context_per_query,traversal_per_query,corrections_per_1k_queries
11,oracle,1.0,0.0,0.0,0.0,1.0,1.0,0.0
11,full_brain,0.9690340909090909,0.3486238532110092,0.6513761467889908,0.0,1.0,1.0,29.545454545454547
11,vector_rag_rerank,0.7161931818181818,0.7397397397397397,0.2602602602602603,0.0,5.0,8.0,68.18181818181819
11,vector_rag,0.6224431818181818,0.5334838224228743,0.46651617757712566,0.0,1.0,1.0,68.18181818181819
11,heuristic_stateful,0.6321022727272727,0.7837837837837838,0.21621621621621623,0.0,1.0,1.0,68.18181818181819
11,graph_route_pg,0.60625,0.47763347763347763,0.44155844155844154,0.08080808080808081,0.9681818181818181,1.0318181818181817,68.18181818181819
11,route_fn_only,0.29914772727272726,0.07458451560599919,0.9254154843940008,0.0,1.0,1.0,68.18181818181819
11,static_graph,0.0,0.0,0.0,1.0,0.0,2.0,68.18181818181819
22,oracle,1.0,0.0,0.0,0.0,1.0,1.0,0.0
22,full_brain,0.9761431411530815,0.36904761904761907,0.6309523809523809,0.0,1.0,1.0,23.288838398182335
22,vector_rag_rerank,0.7176938369781312,0.7515090543259557,0.24849094567404426,0.0,5.0,8.0,68.16245384833854
22,vector_rag,0.6574836694120988,0.5663349917081261,0.433665008291874,0.0,1.0,1.0,68.16245384833854
22,heuristic_stateful,0.6282306163021869,0.812070282658518,0.18792971734148206,0.0,1.0,1.0,68.16245384833854
22,graph_route_pg,0.6299346776483954,0.5410590943975442,0.3806600153491942,0.07828089025326171,0.9710309571144561,1.0289690428855438,68.16245384833854
22,route_fn_only,0.31070718545867654,0.05850844664194479,0.9414915533580552,0.0,1.0,1.0,68.16245384833854
22,static_graph,0.0,0.0,0.0,1.0,0.0,2.0,68.16245384833854
33,oracle,1.0,0.0,0.0,0.0,1.0,1.0,0.0
33,full_brain,0.973908111174135,0.43478260869565216,0.5652173913043478,0.0,1.0,1.0,24.67385138967669
33,vector_rag_rerank,0.7058990357345434,0.7647058823529411,0.23529411764705882,0.0,5.0,8.0,68.06579693703914
33,vector_rag,0.6508791832104368,0.619821283509342,0.380178716490658,0.0,1.0,1.0,68.06579693703914
33,heuristic_stateful,0.6176971072036301,0.793026706231454,0.206973293768546,0.0,1.0,1.0,68.06579693703914
33,graph_route_pg,0.6114577424844015,0.5306569343065694,0.3248175182481752,0.14452554744525548,0.9438457175269427,1.0561542824730572,68.06579693703914
33,route_fn_only,0.32359614293817357,0.06624737945492662,0.9337526205450734,0.0,1.0,1.0,68.06579693703914
33,static_graph,0.0,0.0,0.0,1.0,0.0,2.0,68.06579693703914
44,oracle,1.0,0.0,0.0,0.0,1.0,1.0,0.0
44,full_brain,0.969335604770017,0.4166666666666667,0.5833333333333334,0.0,1.0,1.0,29.81260647359455
44,vector_rag_rerank,0.702725724020443,0.7344794651384909,0.26552053486150906,0.0,5.0,8.0,68.14310051107326
44,vector_rag,0.6226575809199318,0.5297215951843491,0.47027840481565086,0.0,1.0,1.0,68.14310051107326
44,heuristic_stateful,0.6124361158432708,0.7626373626373626,0.23736263736263735,0.0,1.0,1.0,68.14310051107326
44,graph_route_pg,0.5959681998864281,0.49191848208011246,0.39915671117357693,0.10892480674631061,0.9559909142532652,1.0440090857467348,68.14310051107326
44,route_fn_only,0.60931289040318,0.5109011627906976,0.4890988372093023,0.0,1.0,1.0,68.14310051107326
44,static_graph,0.0,0.0,0.0,1.0,0.0,2.0,68.14310051107326
55,oracle,1.0,0.0,0.0,0.0,1.0,1.0,0.0
55,full_brain,0.9792731402612153,0.3835616438356164,0.6164383561643836,0.0,1.0,1.0,19.591141396933562
55,vector_rag_rerank,0.7140829074389552,0.7388282025819265,0.2611717974180735,0.0,5.0,8.0,68.14310051107326
55,vector_rag,0.6212379329926179,0.5412293853073463,0.4587706146926537,0.0,1.0,1.0,68.14310051107326
55,heuristic_stateful,0.6033503691084611,0.788117394416607,0.21188260558339297,0.0,1.0,1.0,68.14310051107326
55,graph_route_pg,0.5883021010789324,0.4827586206896552,0.4096551724137931,0.10758620689655173,0.9557069846678024,1.0442930153321976,68.14310051107326
55,route_fn_only,0.3035207268597388,0.0631879331430901,0.9368120668569099,0.0,1.0,1.0,68.14310051107326
55,static_graph,0.0,0.0,0.0,1.0,0.0,2.0,68.14310051107326
66,oracle,1.0,0.0,0.0,0.0,1.0,1.0,0.0
66,full_brain,0.9755820556501987,0.45348837209302323,0.5465116279069767,0.0,1.0,1.0,23.566155593412834
66,vector_rag_rerank,0.6973310618966496,0.7804878048780488,0.21951219512195122,0.0,5.0,8.0,68.14310051107326
66,vector_rag,0.6246450880181715,0.5665658093797277,0.43343419062027233,0.0,1.0,1.0,68.14310051107326
66,heuristic_stateful,0.6067575241340147,0.7927797833935019,0.2072202166064982,0.0,1.0,1.0,68.14310051107326
66,graph_route_pg,0.5814877910278251,0.533921302578019,0.39077340569877883,0.07530529172320218,0.9684838160136287,1.0315161839863713,68.14310051107326
66,route_fn_only,0.30579216354344124,0.07075664621676891,0.9292433537832311,0.0,1.0,1.0,68.14310051107326
66,static_graph,0.0,0.0,0.0,1.0,0.0,2.0,68.14310051107326
77,oracle,1.0,0.0,0.0,0.0,1.0,1.0,0.0
77,full_brain,0.9801249290176036,0.44285714285714284,0.5571428571428572,0.0,1.0,1.0,19.02328222600795
77,vector_rag_rerank,0.6873935264054515,0.7584014532243415,0.24159854677565848,0.0,5.0,8.0,68.14310051107326
77,vector_rag,0.6144236229415105,0.5972017673048601,0.4027982326951399,0.0,1.0,1.0,68.14310051107326
77,heuristic_stateful,0.6007950028392959,0.7780938833570412,0.22190611664295876,0.0,1.0,1.0,68.14310051107326
77,graph_route_pg,0.5763770584894946,0.5053619302949062,0.3760053619302949,0.11863270777479892,0.9497444633730835,1.0502555366269166,68.14310051107326
77,route_fn_only,0.32935831913685404,0.06816257408975444,0.9318374259102455,0.0,1.0,1.0,68.14310051107326
77,static_graph,0.0,0.0,0.0,1.0,0.0,2.0,68.14310051107326
88,oracle,1.0,0.0,0.0,0.0,1.0,1.0,0.0
88,full_brain,0.9786931818181818,0.5066666666666667,0.49333333333333335,0.0,1.0,1.0,19.602272727272727
88,vector_rag_rerank,0.7232954545454545,0.7802874743326489,0.21971252566735114,0.0,5.0,8.0,68.18181818181819
88,vector_rag,0.647159090909091,0.5797101449275363,0.42028985507246375,0.0,1.0,1.0,68.18181818181819
88,heuristic_stateful,0.6076704545454545,0.779145546705286,0.22085445329471398,0.0,1.0,1.0,68.18181818181819
88,graph_route_pg,0.6252840909090909,0.5314632297194845,0.36997725549658833,0.09855951478392722,0.9630681818181818,1.0369318181818181,68.18181818181819
88,route_fn_only,0.3255681818181818,0.06697556866048862,0.9330244313395114,0.0,1.0,1.0,68.18181818181819
88,static_graph,0.0,0.0,0.0,1.0,0.0,2.0,68.18181818181819
99,oracle,1.0,0.0,0.0,0.0,1.0,1.0,0.0
99,full_brain,0.9786992331723942,0.36,0.64,0.0,1.0,1.0,20.164725930133486
99,vector_rag_rerank,0.7120136324907697,0.7662721893491125,0.23372781065088757,0.0,5.0,8.0,68.16245384833854
99,vector_rag,0.6569156489633626,0.5902317880794702,0.4097682119205298,0.0,1.0,1.0,68.16245384833854
99,heuristic_stateful,0.6319227492189718,0.7993827160493827,0.2006172839506173,0.0,1.0,1.0,68.16245384833854
99,graph_route_pg,0.6174382277761999,0.5189309576837416,0.36302895322939865,0.11804008908685969,0.9548423743254757,1.0451576256745243,68.16245384833854
99,route_fn_only,0.3047429707469469,0.06781045751633986,0.9321895424836601,0.0,1.0,1.0,68.16245384833854
99,static_graph,0.0,0.0,0.0,1.0,0.0,2.0,68.16245384833854
111,oracle,1.0,0.0,0.0,0.0,1.0,1.0,0.0
111,full_brain,0.9758796821793416,0.3764705882352941,0.6235294117647059,0.0,1.0,1.0,23.5527809307605
111,vector_rag_rerank,0.6878547105561862,0.7554545454545455,0.24454545454545454,0.0,5.0,8.0,68.1044267877412
111,vector_rag,0.6174801362088536,0.5875370919881305,0.4124629080118694,0.0,1.0,1.0,68.1044267877412
111,heuristic_stateful,0.5976163450624291,0.7778561354019746,0.22214386459802538,0.0,1.0,1.0,68.1044267877412
111,graph_route_pg,0.6069807037457434,0.5379061371841155,0.3927797833935018,0.06931407942238267,0.9727582292849035,1.0272417707150965,68.1044267877412
111,route_fn_only,0.2982406356413167,0.06510311362717347,0.9348968863728265,0.0,1.0,1.0,68.1044267877412
111,static_graph,0.0,0.0,0.0,1.0,0.0,2.0,68.1044267877412
